name,latitude,longitude,stop_number,direction,street
Northbound Stafford at Grant,49.86247,-97.15674,11146,Northbound,Stafford Street
Westbound Grant at Stafford,49.86233,-97.15653,10782,Westbound,Grant Avenue
Northbound Stafford at Fleet,49.86509,-97.15889,10097,Northbound,Stafford Street
Southbound Stafford at Warsaw,49.86651,-97.16028,10100,Southbound,Stafford Street
Northbound Stafford at Warsaw,49.86649,-97.15999,10099,Northbound,Stafford Street
Southbound Stafford at Ebby,49.85938,-97.15452,10090,Southbound,Stafford Street
Northbound Stafford at Ebby,49.85932,-97.15418,10089,Northbound,Stafford Street
Eastbound Corydon at Stafford,49.86796,-97.16155,10126,Eastbound,Corydon Avenue
Westbound Taylor at Stafford,49.85796,-97.15378,10379,Westbound,Taylor Avenue
Southbound Stafford at Corydon,49.86819,-97.16161,10102,Southbound,Stafford Street
Northbound Stafford at Corydon,49.86799,-97.16117,10101,Northbound,Stafford Street
Eastbound Taylor at Stafford,49.85785,-97.15341,10378,Eastbound,Taylor Avenue
Westbound Corydon at Stafford,49.86824,-97.16128,10127,Westbound,Corydon Avenue
Southbound Stafford at Pembina,49.85684,-97.15248,10817,Southbound,Stafford Street
Northbound Stafford at Stafford Loop,49.85741,-97.15236,10087,Northbound,Stafford Loop
Southbound Pembina at Stafford,49.8569,-97.15227,10086,Southbound,Pembina Highway
Northbound Pembina at Stafford,49.85654,-97.15198,10085,Northbound,Pembina Highway
Southbound Stafford at Grosvenor,49.87035,-97.16334,10798,Southbound,Stafford Street
Eastbound Grosvenor at Stafford,49.87051,-97.16296,11149,Eastbound,Grosvenor Avenue
Northbound Stafford at Grosvenor,49.87073,-97.16335,11147,Northbound,Stafford Street
Westbound Grant at Lilac,49.86357,-97.15281,10781,Westbound,Grant Avenue
Eastbound Academy at Oxford,49.8734,-97.17529,62051,Eastbound,Academy Road
Southbound Pembina at Calrossie,49.85009,-97.15292,60259,Southbound,Pembina Highway
Westbound Academy at Oxford,49.87357,-97.17535,60333,Westbound,Academy Road
Southbound Southwest Transitway at Jubilee Station,49.8557,-97.15031,11033,Southbound,Southwest Transitway
Northbound Pembina at Merriam,49.85074,-97.15222,60260,Northbound,Pembina Highway
Eastbound Grant at Lilac,49.86361,-97.15195,10786,Eastbound,Grant Avenue
Northbound Pembina at Jackson,49.85967,-97.15014,10082,Northbound,Pembina Highway
Eastbound Academy at Elm,49.8736,-97.18064,60336,Eastbound,Academy Road
Northbound Southwest Transitway at Jubilee Station,49.85615,-97.14969,11034,Northbound,Southwest Transitway
Westbound Academy at Oak,49.87377,-97.1808,60337,Westbound,Academy Road
Westbound Station at Jubilee Station,49.85569,-97.14942,17003,Westbound,Station Place
Eastbound Corydon at Lilac,49.86939,-97.15729,10130,Eastbound,Corydon Avenue
Southbound Pembina at Ebby,49.8609,-97.14992,10081,Southbound,Pembina Highway
Westbound Corydon at Lilac,49.86965,-97.15705,10140,Westbound,Corydon Avenue
Southbound Stafford at Kingsway,49.87346,-97.16598,10109,Southbound,Stafford Street
Westbound Academy at Harrow,49.87418,-97.16962,60328,Westbound,Academy Road
Northbound Stafford at Kingsway,49.87338,-97.16562,10108,Northbound,Stafford Street
Eastbound Academy at Harrow,49.87426,-97.16887,62052,Eastbound,Academy Road
Westbound Beresford at Lilac,49.85648,-97.14633,11141,Westbound,Beresford Avenue
Westbound Beresford at Cockburn,49.85792,-97.14208,10043,Westbound,Beresford Avenue
Eastbound Rathgar at Lilac,49.85715,-97.14688,11139,Eastbound,Rathgar Avenue
Eastbound Rathgar at Cockburn,49.85857,-97.14272,11140,Eastbound,Rathgar Avenue
Eastbound Rathgar at Daly,49.85989,-97.13877,10041,Eastbound,Rathgar Avenue
Southbound Daly at Beresford,49.8594,-97.13822,10042,Southbound,Daly Street
Northbound Daly at Kylemore,49.86111,-97.13945,10040,Northbound,Daly Street
Southbound Daly at Kylemore,49.86138,-97.13981,10039,Southbound,Daly Street
Southbound Fort Rouge Station at Fort Rouge Station (557 to Sage Creek),49.86241,-97.14551,11038,Southbound,Fort Rouge Station
Southbound Southwest Transitway at Fort Rouge Station,49.86242,-97.14577,11031,Southbound,Southwest Transitway
"Southbound Fort Rouge Station at Fort Rouge Station (F5, 557 to Windermere)",49.86256,-97.14538,11037,Southbound,Fort Rouge Station
Northbound Southwest Transitway at Fort Rouge Station,49.86299,-97.1451,11032,Northbound,Southwest Transitway
Eastbound Morley at Daly,49.86301,-97.14063,11125,Eastbound,Morley Avenue
Westbound Morley at Daly,49.8631,-97.14081,10037,Westbound,Morley Avenue
Southbound Pembina at Grant,49.86424,-97.14779,10078,Southbound,Pembina Highway
Northbound Pembina at Grant,49.86438,-97.1473,10077,Northbound,Pembina Highway
Eastbound Morley at Nassau,49.86378,-97.13832,10036,Eastbound,Morley Avenue
Eastbound Grant at Pembina,49.86463,-97.14759,10779,Eastbound,Grant Avenue
Westbound Morley at Nassau,49.86407,-97.13789,10035,Westbound,Morley Avenue
Southbound Pembina at Scotland,49.86576,-97.14718,10075,Southbound,Pembina Highway
Northbound Pembina at Scotland,49.86594,-97.14665,10076,Northbound,Pembina Highway
Southbound Osborne at Ashland,49.86107,-97.1313,10007,Southbound,Osborne Street
Southbound Osborne at Jubilee,49.85983,-97.13033,10008,Southbound,Osborne Street
Northbound Osborne at Baltimore,49.86179,-97.13159,10059,Northbound,Osborne Street
Southbound Osborne at Maplewood,49.86326,-97.13306,10006,Southbound,Osborne Street
Northbound Osborne at Jubilee,49.86014,-97.13026,10058,Northbound,Osborne Street
Northbound Osborne at Maplewood,49.86333,-97.13285,10060,Northbound,Osborne Street
Eastbound Morley at Osborne,49.865,-97.13465,11154,Eastbound,Morley Avenue
Westbound Morley at Osborne,49.8651,-97.13476,11153,Westbound,Morley Avenue
Southbound Osborne at Morley,49.86517,-97.1346,10005,Southbound,Osborne Street
Southbound Osborne at Montague,49.85781,-97.12854,10009,Southbound,Osborne Street
Northbound Osborne at Morley,49.8651,-97.13426,10061,Northbound,Osborne Street
Northbound Osborne at Wavell,49.85809,-97.12843,10057,Northbound,Osborne Street
Northbound Pembina at Daly,49.86844,-97.14553,10073,Northbound,Pembina Highway
Westbound Oakenwald at Wildwood E,49.84881,-97.13167,60278,Westbound,Oakenwald Avenue
Eastbound Oakenwald at Wildwood E,49.84868,-97.13173,60273,Eastbound,Oakenwald Avenue
Southbound Osborne at Brandon,49.86789,-97.1368,10003,Southbound,Osborne Street
Northbound Osborne at Brandon,49.8682,-97.13676,10063,Northbound,Osborne Street
Southbound Osborne at Glasgow,49.86883,-97.13755,10002,Southbound,Osborne Street
Southbound Pembina at Fleet,49.86961,-97.14516,10072,Southbound,Pembina Highway
Northbound Dunkirk at Kingston Row,49.85376,-97.12535,50465,Northbound,Dunkirk Drive
Northbound Osborne at Glasgow,49.86912,-97.1375,10064,Northbound,Osborne Street
Southbound Dunkirk at Kingston Row,49.85304,-97.12521,50466,Southbound,Dunkirk Drive
Westbound Morley at Casey,49.86686,-97.12947,10029,Westbound,Morley Avenue
Eastbound Morley at Casey,49.86678,-97.12931,10030,Eastbound,Morley Avenue
Northbound Pembina at Nassau,49.87103,-97.14388,10071,Northbound,Pembina Highway
Southbound North at Wildwood C,49.84814,-97.12714,60275,Southbound,North Drive
Northbound North at Wildwood C,49.84818,-97.12697,60268,Northbound,North Drive
Southbound Osborne at Mulvey,49.87127,-97.13952,10001,Southbound,Osborne Street
Eastbound Corydon at Arbuthnot,49.87013,-97.15507,10141,Eastbound,Corydon Avenue
Southbound Pembina at Warsaw,49.87188,-97.14399,10070,Southbound,Pembina Highway
Eastbound Corydon at Cockburn,49.87079,-97.15306,10143,Eastbound,Corydon Avenue
Westbound Corydon at Arbuthnot,49.87017,-97.15548,10142,Westbound,Corydon Avenue
Westbound Corydon at Cockburn,49.87092,-97.15323,10144,Westbound,Corydon Avenue
Eastbound Corydon at Hugo,49.87156,-97.15075,10145,Eastbound,Corydon Avenue
Northbound Osborne at Mulvey,49.87195,-97.13977,10065,Northbound,Osborne Street
Westbound Corydon at Hugo,49.87159,-97.15121,10146,Westbound,Corydon Avenue
Eastbound Corydon at Daly,49.87226,-97.14867,10147,Eastbound,Corydon Avenue
Westbound Corydon at Daly,49.87248,-97.14857,10148,Westbound,Corydon Avenue
Westbound Corydon at Nassau,49.87326,-97.14623,10149,Westbound,Corydon Avenue
Southbound Southwest Transitway at Osborne Station,49.87329,-97.1411,11029,Southbound,Southwest Transitway
Eastbound Corydon at Nassau,49.87345,-97.14513,10150,Eastbound,Corydon Avenue
Eastbound Morley at Mabel,49.86818,-97.12512,10026,Eastbound,Morley Avenue
Northbound Southwest Transitway at Osborne Station,49.87358,-97.14072,11030,Northbound,Southwest Transitway
Westbound Wellington at Hugo,49.87293,-97.15276,10178,Westbound,Wellington Crescent
Eastbound Wellington at Hugo,49.87311,-97.15202,10181,Eastbound,Wellington Crescent
Southbound Osborne at Osborne Station,49.87385,-97.14156,10911,Southbound,Osborne Street
Westbound Morley at Mabel,49.8684,-97.12488,10025,Westbound,Morley Avenue
Northbound Osborne at Osborne Station,49.87394,-97.14135,10910,Northbound,Osborne Street
Southbound Dunkirk at Fermor,49.84993,-97.12061,57006,Southbound,Dunkirk Drive
Westbound Fermor at Dunkirk,49.85037,-97.12015,51077,Westbound,Fermor Avenue
Northbound Dunkirk at Fermor,49.85001,-97.12026,50900,Northbound,Dunkirk Drive
Westbound Wellington at Dorchester,49.87263,-97.15564,10179,Westbound,Wellington Crescent
Eastbound Fermor at Dunkirk,49.85016,-97.12006,51049,Eastbound,Fermor Avenue
Eastbound Corydon at Osborne,49.87448,-97.1421,17008,Eastbound,Corydon Avenue
Eastbound Grosvenor at Arbuthnot,49.87255,-97.15687,10117,Eastbound,Grosvenor Avenue
Southbound Pembina at Osborne Junction,49.87458,-97.1428,10068,Southbound,Pembina Highway
Eastbound Grosvenor at Lilac,49.87184,-97.15905,10118,Eastbound,Grosvenor Avenue
Southbound Osborne at Osborne Junction,49.87467,-97.14227,10067,Southbound,Osborne Street
Westbound Grosvenor at Ruskin,49.87182,-97.15951,10119,Westbound,Grosvenor Avenue
Southbound Eccles at Ashland,49.86478,-97.11951,10013,Southbound,Eccles Street
Southbound Eccles at Oakwood,49.86666,-97.12102,10018,Southbound,Eccles Street
Northbound Eccles at Ashland,49.86514,-97.11965,10014,Northbound,Eccles Street
Northbound Eccles at Oakwood,49.86655,-97.12077,10017,Northbound,Eccles Street
Northbound St Mary's at Elm Park,49.85751,-97.11215,50292,Northbound,St Mary's Road
Southbound St Mary's at Elm Park,49.85799,-97.11241,50291,Southbound,St Mary's Road
Southbound St Mary's at Kingston,49.85962,-97.11208,50290,Southbound,St Mary's Road
Northbound St Mary's at Kingston,49.85976,-97.11181,50289,Northbound,St Mary's Road
Southbound St Anne's at Sherwood,49.85947,-97.10732,50543,Southbound,St Anne's Road
Southbound St Mary's at Fermor,49.85287,-97.11212,50298,Southbound,St Mary's Road
Northbound St Mary's at Fermor,49.85289,-97.11172,50299,Northbound,St Mary's Road
Northbound St Anne's at Bank,49.85944,-97.10701,50544,Northbound,St Anne's Road
Westbound Fermor at St. Mary's,49.85277,-97.11175,50303,Westbound,Fermor Avenue
Southbound St Anne's at Regal,49.85769,-97.10598,50542,Southbound,St Anne's Road
Eastbound Fermor at St Thomas,49.85359,-97.10821,50304,Eastbound,Fermor Avenue
Westbound Fermor at St Thomas,49.85411,-97.1074,50305,Westbound,Fermor Avenue
Eastbound Fermor at St. Mary's,49.85247,-97.11207,50302,Eastbound,Fermor Avenue
Northbound St Anne's at Crystal,49.85746,-97.10547,50541,Northbound,St Anne's Road
Southbound St Anne's at Imperial,49.86177,-97.10908,50548,Southbound,St Anne's Road
Northbound St Anne's at Imperial,49.86192,-97.10892,50547,Northbound,St Anne's Road
Westbound Fermor at Killarney,49.8517,-97.11444,50300,Westbound,Fermor Avenue
Eastbound Fermor at Killarney,49.85157,-97.11413,50301,Eastbound,Fermor Avenue
Southbound St Mary's at St. Anne's,49.86372,-97.1113,50285,Southbound,St Mary's Road
Southbound St Anne's at St. Mary's,49.86381,-97.11067,50550,Southbound,St Anne's Road
Southbound St Anne's at Niakwa,49.85406,-97.1032,50537,Southbound,St Anne's Road
Northbound Eccles at Clare,49.86335,-97.11778,10010,Northbound,Eccles Loop
Northbound St Anne's at Niakwa,49.85433,-97.10295,50538,Northbound,St Anne's Road
Northbound St Mary's at St. Anne's,49.86407,-97.11089,50286,Northbound,St Mary's Road
Westbound Niakwa at St. Anne's,49.85414,-97.10293,50763,Westbound,Niakwa Road
Northbound St Anne's at St. Mary's,49.86415,-97.1106,50284,Northbound,St Anne's Road
Eastbound Niakwa at St. Anne's,49.8542,-97.10239,50186,Eastbound,Niakwa Road
Westbound Niakwa at Seagrim,49.8548,-97.10094,50728,Westbound,Niakwa Road
Eastbound Niakwa at Seagrim,49.85475,-97.10068,50810,Eastbound,Niakwa Road
Westbound Alpine at Alpine,49.85656,-97.1001,51108,Westbound,Alpine Avenue
Eastbound Alpine at Alpine,49.85658,-97.09971,51107,Eastbound,Alpine Avenue
Southbound St Anne's at Fernwood,49.85211,-97.10165,50535,Southbound,St Anne's Road
Northbound St Anne's at Fernwood,49.85162,-97.10099,50534,Northbound,St Anne's Road
Southbound St Mary's at Vivian,49.86797,-97.11095,50280,Southbound,St Mary's Road
Northbound St Mary's at Vivian,49.86803,-97.11071,50281,Northbound,St Mary's Road
Southbound St Anne's at Barton,49.84993,-97.09997,50533,Southbound,St Anne's Road
Northbound St Anne's at Clayton,49.84981,-97.0996,50532,Northbound,St Anne's Road
Northbound Riverview Centre Access at Riverview Centre (Main Entrance),49.86852,-97.12039,10904,Northbound,Riverview Health Centre
Northbound Eccles at Bartlet,49.8682,-97.12207,10021,Northbound,Eccles Street
Southbound Eccles at Bartlet,49.8683,-97.12238,10022,Southbound,Eccles Street
Southbound St Anne's at Berrydale,49.84688,-97.09793,50529,Southbound,St Anne's Road
Northbound St Anne's at Berrydale,49.84684,-97.09764,50528,Northbound,St Anne's Road
Southbound St Mary's at Carriere,49.87146,-97.11346,50274,Southbound,St Mary's Road
Eastbound Carriere at St. Mary's,49.87173,-97.11311,51087,Eastbound,Carriere Avenue
Westbound Carriere at St. Mary's,49.87191,-97.11299,51013,Westbound,Carriere Avenue
Northbound St Mary's at Carriere,49.87195,-97.11372,50275,Northbound,St Mary's Road
Westbound Carriere at Des Meurons,49.87281,-97.11029,57008,Westbound,Carriere Avenue
Northbound Des Meurons at Carriere,49.87339,-97.10979,57010,Northbound,Des Meurons Street
Southbound Archibald at Comanche,49.85758,-97.08676,50309,Southbound,Archibald Street
Northbound Archibald at Comanche,49.8575,-97.08652,50308,Northbound,Archibald Street
Southbound St Mary's at Niverville,49.87422,-97.1169,50271,Southbound,St Mary's Road
Southbound Autumnwood at Crestwood,49.85702,-97.07871,50104,Southbound,Autumnwood Drive
Northbound Autumnwood at Crestwood,49.8568,-97.07852,50103,Northbound,Autumnwood Drive
Northbound Lakewood at Southdale Centre,49.85455,-97.07853,50311,Northbound,Lakewood Boulevard
Eastbound Cottonwood at Drake,49.86035,-97.0824,50108,Eastbound,Cottonwood Road
Westbound Cottonwood at Drake,49.86046,-97.08247,50111,Westbound,Cottonwood Road
Southbound Lakewood at Southdale Centre,49.85424,-97.07872,50310,Southbound,Lakewood Boulevard
Southbound Autumnwood at Canberra,49.85998,-97.07855,50106,Southbound,Autumnwood Drive
Northbound Autumnwood at Canberra,49.86011,-97.07833,50101,Northbound,Autumnwood Drive
Eastbound Cottonwood at Crestwood,49.85972,-97.08531,50109,Eastbound,Cottonwood Road
Westbound Cottonwood at Boulder,49.85988,-97.08522,50113,Westbound,Cottonwood Road
Eastbound Cottonwood at Cypress,49.86079,-97.08031,50107,Eastbound,Cottonwood Road
Westbound Cottonwood at Cypress,49.86095,-97.08014,50110,Westbound,Cottonwood Road
Eastbound Cottonwood at Autumnwood,49.86095,-97.07733,50078,Eastbound,Cottonwood Road
Westbound Vermillion at Clearwater,49.85389,-97.07512,50315,Westbound,Vermillion Road
Westbound Cottonwood at Autumnwood,49.8611,-97.07614,50074,Westbound,Cottonwood Road
Northbound Drake at Bittersweet,49.86259,-97.08433,50114,Northbound,Drake Boulevard
Eastbound Vermillion at Brereton,49.85392,-97.07377,50316,Eastbound,Vermillion Road
Southbound Drake at Buttonwood,49.86273,-97.08463,50115,Southbound,Drake Boulevard
Southbound Lakewood at Edgewater,49.85098,-97.07779,50376,Southbound,Lakewood Boulevard
Southbound Autumnwood at Erie,49.86343,-97.07834,50071,Southbound,Autumnwood Drive
Northbound Autumnwood at Winakwa,49.86351,-97.07816,50072,Northbound,Autumnwood Drive
Westbound Cottonwood at Speers,49.86109,-97.07262,50076,Westbound,Cottonwood Road
Eastbound Cottonwood at Speers,49.86098,-97.07158,50079,Eastbound,Cottonwood Road
Northbound Lakewood at Edgewater,49.85019,-97.07718,50375,Northbound,Lakewood Boulevard
Southbound Autumnwood at Betournay,49.86485,-97.07836,50070,Southbound,Autumnwood Drive
Eastbound Vermillion at Lake Park,49.85397,-97.06994,50318,Eastbound,Vermillion Road
Westbound Vermillion at Lake Park,49.85408,-97.06966,50319,Westbound,Vermillion Road
Eastbound Betournay at Autumnwood,49.86525,-97.07773,50062,Eastbound,Betournay Street
Northbound Drake at Blackberry,49.86514,-97.0859,50118,Northbound,Drake Boulevard
Southbound Drake at Blueberry,49.86528,-97.08619,50119,Southbound,Drake Boulevard
Northbound Autumnwood at Betournay,49.86569,-97.07815,50063,Northbound,Autumnwood Drive
Eastbound Cottonwood at Monaco,49.86098,-97.06831,50081,Eastbound,Cottonwood Road
Westbound Cottonwood at Westmount,49.86112,-97.06748,50082,Westbound,Cottonwood Road
Westbound Betournay at Speers,49.86532,-97.0727,50053,Westbound,Betournay Street
Northbound Autumnwood at De Bourmont,49.86734,-97.0802,50065,Northbound,Autumnwood Drive
Southbound De Bourmont at Autumnwood,49.86748,-97.08063,50066,Southbound,De Bourmont Avenue
Northbound Speers at Betournay,49.8656,-97.07217,50052,Northbound,Speers Road
Southbound Westmount at Fermor,49.85653,-97.06538,51024,Southbound,Westmount Drive
Northbound Westmount at Fermor,49.85691,-97.06519,51030,Northbound,Westmount Drive
Southbound Westmount at Maywood,49.85903,-97.06538,50086,Southbound,Westmount Drive
Westbound Vermillion at Beaverhill,49.85383,-97.06592,50320,Westbound,Vermillion Road
Eastbound Cottonwood at Maywood,49.86115,-97.0661,50083,Eastbound,Cottonwood Road
Northbound Westmount at Maywood,49.85916,-97.06518,50085,Northbound,Westmount Drive
Eastbound Vermillion at Beaverhill,49.8537,-97.0655,50321,Eastbound,Vermillion Road
Northbound Westmount at Lachine,49.86079,-97.06519,50084,Northbound,Westmount Drive
Northbound Drake at Almond,49.86794,-97.08721,50122,Northbound,Drake Boulevard
Southbound Drake at Agate,49.86808,-97.08747,50123,Southbound,Drake Boulevard
Westbound Paterson at Lomond,49.85878,-97.06347,50087,Westbound,Paterson Street
Southbound De Bourmont at Fontaine,49.86921,-97.08084,50068,Southbound,De Bourmont Avenue
Southbound Beaverhill at Grover Hills,49.85233,-97.06417,50322,Southbound,Beaverhill Boulevard
Northbound De Bourmont at Fontaine,49.86936,-97.08068,50067,Northbound,De Bourmont Avenue
Eastbound Paterson at Penticton,49.85866,-97.06256,50088,Eastbound,Paterson Street
